n,x,y,z,tier,method,status
4674961,,,,T5,Failed (rational residue or no matching identity),failure
4675057,,,,T5,Failed (rational residue or no matching identity),failure
4675849,,,,T5,Failed (rational residue or no matching identity),failure
4677241,,,,T5,Failed (rational residue or no matching identity),failure
4678249,,,,T5,Failed (rational residue or no matching identity),failure
4678321,,,,T5,Failed (rational residue or no matching identity),failure
4678969,,,,T5,Failed (rational residue or no matching identity),failure
4679161,,,,T5,Failed (rational residue or no matching identity),failure
4679929,,,,T5,Failed (rational residue or no matching identity),failure
4680769,,,,T5,Failed (rational residue or no matching identity),failure
4681009,,,,T5,Failed (rational residue or no matching identity),failure
4681561,,,,T5,Failed (rational residue or no matching identity),failure
4682281,,,,T5,Failed (rational residue or no matching identity),failure
4682449,,,,T5,Failed (rational residue or no matching identity),failure
4685449,,,,T5,Failed (rational residue or no matching identity),failure
4685729,,,,T5,Failed (rational residue or no matching identity),failure
4686481,,,,T5,Failed (rational residue or no matching identity),failure
4686769,,,,T5,Failed (rational residue or no matching identity),failure
4687201,,,,T5,Failed (rational residue or no matching identity),failure
4687321,,,,T5,Failed (rational residue or no matching identity),failure
4688329,,,,T5,Failed (rational residue or no matching identity),failure
4689073,,,,T5,Failed (rational residue or no matching identity),failure
4689169,,,,T5,Failed (rational residue or no matching identity),failure
4689481,,,,T5,Failed (rational residue or no matching identity),failure
4690841,,,,T5,Failed (rational residue or no matching identity),failure
4691329,,,,T5,Failed (rational residue or no matching identity),failure
4691569,,,,T5,Failed (rational residue or no matching identity),failure
4692769,,,,T5,Failed (rational residue or no matching identity),failure
4694713,,,,T5,Failed (rational residue or no matching identity),failure
4694953,,,,T5,Failed (rational residue or no matching identity),failure
4696609,,,,T5,Failed (rational residue or no matching identity),failure
4697489,,,,T5,Failed (rational residue or no matching identity),failure
4698457,,,,T5,Failed (rational residue or no matching identity),failure
4699129,,,,T5,Failed (rational residue or no matching identity),failure
4699249,,,,T5,Failed (rational residue or no matching identity),failure
4699657,,,,T5,Failed (rational residue or no matching identity),failure
4701001,,,,T5,Failed (rational residue or no matching identity),failure
4701841,,,,T5,Failed (rational residue or no matching identity),failure
4702057,,,,T5,Failed (rational residue or no matching identity),failure
4702129,,,,T5,Failed (rational residue or no matching identity),failure
4702729,,,,T5,Failed (rational residue or no matching identity),failure
4703449,,,,T5,Failed (rational residue or no matching identity),failure
4703521,,,,T5,Failed (rational residue or no matching identity),failure
4703689,,,,T5,Failed (rational residue or no matching identity),failure
4704649,,,,T5,Failed (rational residue or no matching identity),failure
4704769,,,,T5,Failed (rational residue or no matching identity),failure
4705849,,,,T5,Failed (rational residue or no matching identity),failure
4706809,,,,T5,Failed (rational residue or no matching identity),failure
4707361,,,,T5,Failed (rational residue or no matching identity),failure
4708369,,,,T5,Failed (rational residue or no matching identity),failure
4708729,,,,T5,Failed (rational residue or no matching identity),failure
4710289,,,,T5,Failed (rational residue or no matching identity),failure
4710721,,,,T5,Failed (rational residue or no matching identity),failure
4711129,,,,T5,Failed (rational residue or no matching identity),failure
4711561,,,,T5,Failed (rational residue or no matching identity),failure
4712569,,,,T5,Failed (rational residue or no matching identity),failure
4712641,,,,T5,Failed (rational residue or no matching identity),failure
4712977,,,,T5,Failed (rational residue or no matching identity),failure
4713361,,,,T5,Failed (rational residue or no matching identity),failure
4713601,,,,T5,Failed (rational residue or no matching identity),failure
4714249,,,,T5,Failed (rational residue or no matching identity),failure
4714441,,,,T5,Failed (rational residue or no matching identity),failure
4716721,,,,T5,Failed (rational residue or no matching identity),failure
4716889,,,,T5,Failed (rational residue or no matching identity),failure
4717729,,,,T5,Failed (rational residue or no matching identity),failure
4718449,,,,T5,Failed (rational residue or no matching identity),failure
4718689,,,,T5,Failed (rational residue or no matching identity),failure
4719289,,,,T5,Failed (rational residue or no matching identity),failure
4720321,,,,T5,Failed (rational residue or no matching identity),failure
4720369,,,,T5,Failed (rational residue or no matching identity),failure
4721881,,,,T5,Failed (rational residue or no matching identity),failure
4722169,,,,T5,Failed (rational residue or no matching identity),failure
4724689,,,,T5,Failed (rational residue or no matching identity),failure
4724809,,,,T5,Failed (rational residue or no matching identity),failure
4725169,,,,T5,Failed (rational residue or no matching identity),failure
4725793,,,,T5,Failed (rational residue or no matching identity),failure
4726489,,,,T5,Failed (rational residue or no matching identity),failure
4727209,,,,T5,Failed (rational residue or no matching identity),failure
4727449,,,,T5,Failed (rational residue or no matching identity),failure
4730329,,,,T5,Failed (rational residue or no matching identity),failure
4731241,,,,T5,Failed (rational residue or no matching identity),failure
4731841,,,,T5,Failed (rational residue or no matching identity),failure
4732417,,,,T5,Failed (rational residue or no matching identity),failure
4732561,,,,T5,Failed (rational residue or no matching identity),failure
4733809,,,,T5,Failed (rational residue or no matching identity),failure
4734241,,,,T5,Failed (rational residue or no matching identity),failure
4736449,,,,T5,Failed (rational residue or no matching identity),failure
4737409,,,,T5,Failed (rational residue or no matching identity),failure
4737529,,,,T5,Failed (rational residue or no matching identity),failure
4738369,,,,T5,Failed (rational residue or no matching identity),failure
4738561,,,,T5,Failed (rational residue or no matching identity),failure
4738633,,,,T5,Failed (rational residue or no matching identity),failure
4738969,,,,T5,Failed (rational residue or no matching identity),failure
4739281,,,,T5,Failed (rational residue or no matching identity),failure
4740649,,,,T5,Failed (rational residue or no matching identity),failure
4740913,,,,T5,Failed (rational residue or no matching identity),failure
4740961,,,,T5,Failed (rational residue or no matching identity),failure
4741489,,,,T5,Failed (rational residue or no matching identity),failure
4741801,,,,T5,Failed (rational residue or no matching identity),failure
4741969,,,,T5,Failed (rational residue or no matching identity),failure
4742329,,,,T5,Failed (rational residue or no matching identity),failure
4742929,,,,T5,Failed (rational residue or no matching identity),failure
4743481,,,,T5,Failed (rational residue or no matching identity),failure
4744321,,,,T5,Failed (rational residue or no matching identity),failure
4744609,,,,T5,Failed (rational residue or no matching identity),failure
4745161,,,,T5,Failed (rational residue or no matching identity),failure
4747009,,,,T5,Failed (rational residue or no matching identity),failure
4747297,,,,T5,Failed (rational residue or no matching identity),failure
4747609,,,,T5,Failed (rational residue or no matching identity),failure
4748041,,,,T5,Failed (rational residue or no matching identity),failure
4748521,,,,T5,Failed (rational residue or no matching identity),failure
4748857,,,,T5,Failed (rational residue or no matching identity),failure
4749361,,,,T5,Failed (rational residue or no matching identity),failure
4749553,,,,T5,Failed (rational residue or no matching identity),failure
4749769,,,,T5,Failed (rational residue or no matching identity),failure
4750153,,,,T5,Failed (rational residue or no matching identity),failure
4750729,,,,T5,Failed (rational residue or no matching identity),failure
4751569,,,,T5,Failed (rational residue or no matching identity),failure
4751833,,,,T5,Failed (rational residue or no matching identity),failure
4752841,,,,T5,Failed (rational residue or no matching identity),failure
4753369,,,,T5,Failed (rational residue or no matching identity),failure
4753849,,,,T5,Failed (rational residue or no matching identity),failure
4755649,,,,T5,Failed (rational residue or no matching identity),failure
4758121,,,,T5,Failed (rational residue or no matching identity),failure
4758209,,,,T5,Failed (rational residue or no matching identity),failure
4758289,,,,T5,Failed (rational residue or no matching identity),failure
